sample_index,intensity_counts,fitted_counts,residual_counts
242,0,-0.1783165606,0.1783165606
243,0,-0.1783165606,0.1783165606
244,0,-0.1783165606,0.1783165606
245,0,-0.1783165606,0.1783165606
246,0,-0.1783165606,0.1783165606
247,0,-0.1783165606,0.1783165606
248,0,-0.1783165606,0.1783165606
249,0,-0.1783165606,0.1783165606
250,0,-0.1783165606,0.1783165606
251,0,-0.1783165606,0.1783165606
252,0,-0.1783165606,0.1783165606
253,0,-0.1783165606,0.1783165606
254,0,-0.1783165606,0.1783165606
255,0,-0.1783165606,0.1783165606
256,0,-0.1783165606,0.1783165606
257,0,-0.1783165606,0.1783165606
258,0,-0.1783165606,0.1783165606
259,0,-0.1783165606,0.1783165606
260,0,-0.1783165606,0.1783165606
261,0,-0.1783165606,0.1783165606
262,0,-0.1783165606,0.1783165606
263,0,-0.1783165606,0.1783165606
264,0,-0.1783165606,0.1783165606
265,0,-0.1783165606,0.1783165606
266,0,-0.1783165606,0.1783165606
267,0,-0.1783165606,0.1783165606
268,0,-0.1783165606,0.1783165606
269,0,-0.1783165606,0.1783165606
270,0,-0.1783165606,0.1783165606
271,0,-0.1783165606,0.1783165606
272,0,-0.1783165606,0.1783165606
273,0,-0.1783165606,0.1783165606
274,0,-0.1783165606,0.1783165606
275,0,-0.1783165606,0.1783165606
276,0,-0.1783165606,0.1783165606
277,0,-0.1783165606,0.1783165606
278,0,-0.1783165606,0.1783165606
279,0,-0.1783165606,0.1783165606
280,0,-0.1783165606,0.1783165606
281,0,-0.1783165606,0.1783165606
282,0,-0.1783165606,0.1783165606
283,0,-0.1783165606,0.1783165606
284,0,-0.1783165606,0.1783165606
285,0,-0.1783165606,0.1783165606
286,0,-0.1783165606,0.1783165606
287,0,-0.1783165606,0.1783165606
288,0,-0.1783165606,0.1783165606
289,0,-0.1783165606,0.1783165606
290,0,-0.1783165606,0.1783165606
291,0,-0.1783165606,0.1783165606
292,0,-0.1783165606,0.1783165606
293,0,-0.1783165606,0.1783165606
294,0,-0.1783165606,0.1783165606
295,0,-0.1783165606,0.1783165606
296,0,-0.1783165606,0.1783165606
297,0,-0.1783165606,0.1783165606
298,0,-0.1783165606,0.1783165606
299,0,-0.1783165606,0.1783165606
300,0,-0.1783165606,0.1783165606
301,0,-0.1783165606,0.1783165606
302,0,-0.1783165606,0.1783165606
303,0,-0.1783165606,0.1783165606
304,0,-0.1783165606,0.1783165606
305,0,-0.1783165606,0.1783165606
306,0,-0.1783165606,0.1783165606
307,0,-0.1783165606,0.1783165606
308,0,-0.1783165606,0.1783165606
309,0,-0.1783165606,0.1783165606
310,0,-0.1783165606,0.1783165606
311,0,-0.1783165606,0.1783165606
312,0,-0.1783165606,0.1783165606
313,0,-0.1783165606,0.1783165606
314,0,-0.1783165606,0.1783165606
315,0,-0.1783165606,0.1783165606
316,0,-0.1783165606,0.1783165606
317,0,-0.1783165606,0.1783165606
318,0,-0.1783165606,0.1783165606
319,0,-0.1783165606,0.1783165606
320,0,-0.1783165606,0.1783165606
321,0,-0.1783165606,0.1783165606
322,0,-0.1783165606,0.1783165606
323,0,-0.1783165606,0.1783165606
324,0,-0.1783165606,0.1783165606
325,0,-0.1783165606,0.1783165606
326,0,-0.1783165606,0.1783165606
327,0,-0.1783165606,0.1783165606
328,0,-0.1783165606,0.1783165606
329,0,-0.1783165606,0.1783165606
330,0,-0.1783165606,0.1783165606
331,0,-0.1783165606,0.1783165606
332,0,-0.1783165606,0.1783165606
333,0,-0.1783165606,0.1783165606
334,0,-0.1783165606,0.1783165606
335,0,-0.1783165606,0.1783165606
336,0,-0.1783165606,0.1783165606
337,0,-0.1783165606,0.1783165606
338,0,-0.1783165606,0.1783165606
339,0,-0.1783165606,0.1783165606
340,0,-0.1783165606,0.1783165606
341,0,-0.1783165606,0.1783165606
342,0,-0.1783165606,0.1783165606
343,0,-0.1783165606,0.1783165606
344,0,-0.1783165606,0.1783165606
345,0,-0.1783165606,0.1783165606
346,0,-0.1783165606,0.1783165606
347,0,-0.1783165606,0.1783165606
348,0,-0.1783165606,0.1783165606
349,0,-0.1783165606,0.1783165606
350,0,-0.1783165606,0.1783165606
351,0,-0.1783165606,0.1783165606
352,0,-0.1783165606,0.1783165606
353,0,-0.1783165606,0.1783165606
354,0,-0.1783165606,0.1783165606
355,0,-0.1783165606,0.1783165606
356,0,-0.1783165606,0.1783165606
357,0,-0.1783165606,0.1783165606
358,0,-0.1783165606,0.1783165606
359,0,-0.1783165606,0.1783165606
360,0,-0.1783165606,0.1783165606
361,0,-0.1783165606,0.1783165606
362,0,-0.1783165606,0.1783165606
363,0,-0.1783165606,0.1783165606
364,0,-0.1783165606,0.1783165606
365,0,-0.1783165606,0.1783165606
366,0,-0.1783165606,0.1783165606
367,0,-0.1783165606,0.1783165606
368,0,-0.1783165606,0.1783165606
369,0,-0.1783165606,0.1783165606
370,0,-0.1783165606,0.1783165606
371,0,-0.1783165606,0.1783165606
372,0,-0.1783165606,0.1783165606
373,0,-0.1783165606,0.1783165606
374,0,-0.1783165606,0.1783165606
375,0,-0.1783165606,0.1783165606
376,0,-0.1783165606,0.1783165606
377,0,-0.1783165606,0.1783165606
378,0,-0.1783165606,0.1783165606
379,0,-0.1783165606,0.1783165606
380,0,-0.1783165606,0.1783165606
381,0,-0.1783165606,0.1783165606
382,0,-0.1783165606,0.1783165606
383,0,-0.1783165606,0.1783165606
384,0,-0.1783165606,0.1783165606
385,0,-0.1783165606,0.1783165606
386,0,-0.1783165606,0.1783165606
387,0,-0.1783165606,0.1783165606
388,0,-0.1783165606,0.1783165606
389,0,-0.1783165606,0.1783165606
390,0,-0.1783165606,0.1783165606
391,0,-0.1783165606,0.1783165606
